N	Total Time	Average CPE
1209	19164	15.85
1210	17028	14.07
1211	17046	14.08
1212	17063	14.08
1213	17129	14.12
1214	19192	15.81
1215	17213	14.17
1216	17127	14.08
1217	17592	14.46
1218	17138	14.07
1219	17406	14.28
1220	17394	14.26
1221	17659	14.46
1222	17213	14.09
1223	17223	14.08
1224	17254	14.10
1225	19060	15.56
1226	17260	14.08
1227	17272	14.08
1228	17302	14.09
1229	17536	14.27
1230	19417	15.79
1231	17322	14.07
1232	17335	14.07
1233	17366	14.08
1234	17702	14.35
1235	17634	14.28
1236	17398	14.08
1237	20054	16.21
1238	21787	17.60
1239	22659	18.29
1240	17571	14.17
1241	17480	14.09
1242	17956	14.46
1243	17484	14.07
1244	17514	14.08
1245	18248	14.66
1246	17888	14.36
1247	17845	14.31
1248	20417	16.36
1249	26059	20.86
1250	24280	19.42
1251	18870	15.08
1252	17825	14.24
1253	17640	14.08
1254	17893	14.27
1255	17701	14.10
1256	17698	14.09
1257	17704	14.08
1258	17704	14.07
1259	18238	14.49
1260	17726	14.07
1261	17754	14.08
1262	17772	14.08
1263	17911	14.18
1264	19028	15.05
1265	17994	14.22
1266	18257	14.42
1267	18277	14.43
1268	18044	14.23
1269	18988	14.96
1270	18254	14.37
1271	18093	14.24
1272	18485	14.53
1273	17940	14.09
1274	17934	14.08
1275	17961	14.09
1276	17967	14.08
1277	17994	14.09
1278	18003	14.09
1279	18012	14.08
1280	18897	14.76
1281	18057	14.10
1282	18051	14.08
1283	18074	14.09
1284	18094	14.09
1285	18103	14.09
1286	18291	14.22
1287	18180	14.13
1288	18130	14.08
1289	18171	14.10
1290	18163	14.08
1291	18476	14.31
1292	18201	14.09
1293	18196	14.07
1294	18251	14.10
1295	18250	14.09
1296	18255	14.09
1297	18262	14.08
1298	18279	14.08
1299	18288	14.08
1300	21606	16.62
1301	18319	14.08
1302	18329	14.08
1303	18351	14.08
1304	18366	14.08
1305	18382	14.09
1306	18370	14.07
1307	18401	14.08
1308	18415	14.08
1309	18407	14.06
1310	18451	14.08
1311	18463	14.08
1312	18460	14.07
1313	18475	14.07
1314	18511	14.09
1315	18520	14.08
1316	20641	15.68
1317	22243	16.89
1318	18602	14.11
1319	18549	14.06
1320	18696	14.16
1321	18612	14.09
1322	18884	14.28
1323	18713	14.14
1324	18638	14.08
1325	18642	14.07
1326	18676	14.08
1327	18666	14.07
1328	18686	14.07
1329	18710	14.08
1330	19885	14.95
1331	19994	15.02
1332	18743	14.07
1333	20044	15.04
1334	23914	17.93
1335	19131	14.33
1336	18825	14.09
1337	18825	14.08
1338	19415	14.51
1339	19042	14.22
1340	18935	14.13
1341	18868	14.07
1342	19147	14.27
1343	19181	14.28
1344	20595	15.32
1345	19686	14.64
1346	19199	14.26
1347	19478	14.46
1348	20181	14.97
1349	31396	23.27
1350	24156	17.89
1351	19035	14.09
1352	19026	14.07
1353	19043	14.07
1354	19066	14.08
1355	19070	14.07
1356	19098	14.08
1357	19101	14.08
1358	23070	16.99
1359	19276	14.18
1360	19397	14.26
1361	19165	14.08
1362	19724	14.48
1363	19266	14.13
1364	27150	19.90
1365	19914	14.59
1366	19553	14.31
1367	19506	14.27
1368	20020	14.63
1369	19827	14.48
1370	19510	14.24
1371	20245	14.77
1372	19321	14.08
1373	19318	14.07
1374	19880	14.47
1375	19608	14.26
1376	20393	14.82
1377	22469	16.32
1378	19603	14.23
1379	19620	14.23
1380	19726	14.29
1381	19486	14.11
1382	19479	14.09
1383	19512	14.11
1384	19511	14.10
1385	19518	14.09
1386	19529	14.09
1387	20653	14.89
1388	20005	14.41
1389	20026	14.42
1390	19880	14.30
1391	20933	15.05
1392	20578	14.78
1393	20059	14.40
1394	20593	14.77
1395	19633	14.07
1396	19694	14.11
1397	19661	14.07
1398	19983	14.29
1399	19692	14.08
1400	20123	14.37
1401	19946	14.24
1402	19936	14.22
1403	20190	14.39
1404	19786	14.09
1405	19826	14.11
1406	19820	14.10
1407	20185	14.35
1408	19803	14.06
1409	19828	14.07
1410	19852	14.08
1411	19854	14.07
1412	19881	14.08
1413	19879	14.07
1414	22005	15.56
1415	22018	15.56
1416	19962	14.10
1417	20719	14.62
1418	20476	14.44
1419	20790	14.65
1420	19970	14.06
1421	20068	14.12
1422	21599	15.19
1423	21729	15.27
1424	20835	14.63
1425	20372	14.30
1426	25023	17.55
1427	20247	14.19
1428	20319	14.23
